CTA_CONT_CENT;CTA_CONT_CENT_PADR;CLAS_PRES_INGR;CLAS_PRES_EGRE;COD_INS_CAR_TRA;NOMB_CTA_CONT_CENT;TIPO_CUEN_CONT;NATURA_SALDO;TIENE_SUBCTA;NIVEL;TIPO_EJEC_PTO_INGR;TIPO_EJEC_PTO_EGRE;TIP_FLU_FDO_DEB;TIP_FLU_FDO_HAB
41355833;41355;;;2000;Ministerio del Interior;P;A;N;5;0;0;4;0
41355834;41355;;;2002;Instituto Salvadoreño de Desarrollo Municipal (ISDEM);P;A;N;5;0;0;4;0
41355836;41355;;;900;Ministerio de la Defensa Nacional;P;A;N;5;0;0;4;0
41355837;41355;;;901;Instituto de Previsión Social de la Fuerza Armada (IPSFA);P;A;N;5;0;0;4;0
41355838;41355;;;902;Centro Farmacéutico de la Fuerza Armada (CEFAFA);P;A;N;5;0;0;4;0
41355840;41355;;;2100;Ministerio de Seguridad Pública y Justicia;P;A;N;5;0;0;4;0
41355841;41355;;;2101;Academia Nacional de Seguridad Pública (ANSP);P;A;N;5;0;0;4;0
41355842;41355;;;2202;Unidad Técnica Ejecutiva (UTE);P;A;N;5;0;0;4;0
41355843;41355;;;2200;Ministerio de Justicia;P;A;N;5;0;0;4;0
41355847;41355;;;3100;Ministerio de Educación;P;A;N;5;0;0;4;0
41355848;41355;;;3101;Universidad de El Salvador (UES);P;A;N;5;0;0;4;0
41355849;41355;;;3102;Federación Salvadoreña de Fútbol (FEDEFUTBOL);P;A;N;5;0;0;4;0
41355850;41355;;;3104;Fondo de Garantía para el Crédito Educativo (EDUCREDITO);P;A;N;5;0;0;4;0
41355851;41355;;;3105;Caja Mutual de los Empleados del Ministerio de Educación;P;A;N;5;0;0;4;0
41355853;41355;;;3200;Ministerio de Salud Pública y Asistencia Social;P;A;N;5;0;0;4;0
41355854;41355;;;3201;Hospital Nacional Rosales;P;A;N;5;0;0;4;0
41355855;41355;;;3202;"Hospital Nacional ""Benjamín Bloom""";P;A;N;5;0;0;4;0
41355856;41355;;;3203;"Hospital Nacional de Maternidad ""Dr. Raúl Arguello Escolán""";P;A;N;5;0;0;4;0
41355857;41355;;;3204;"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez""";P;A;N;5;0;0;4;0
41355858;41355;;;3205;"Hospital Nacional Neumológico ""Dr. José Antonio Zaldaña""";P;A;N;5;0;0;4;0
41355859;41355;;;3206;"Hospital Nacional ""San Juan de Dios"", Santa Ana";P;A;N;5;0;0;4;0
41355860;41355;;;3207;"Hospital Nacional ""Francisco Menéndez"", Ahuachapán";P;A;N;5;0;0;4;0
41355861;41355;;;3208;"Hospital Nacional ""Dr.Jorge Mazzini Villacorta"", Sonsonate";P;A;N;5;0;0;4;0
41355862;41355;;;3209;"Hospital Nacional ""Dr. Luis Edmundo Vásquez"", Chalatenango";P;A;N;5;0;0;4;0
41355863;41355;;;3210;"Hospital Nacional ""San Rafael"", Nueva San Salvador";P;A;N;5;0;0;4;0
41355864;41355;;;3211;"Hospital Nacional ""Santa Gertrudis"", San Vicente";P;A;N;5;0;0;4;0
41355865;41355;;;3212;"Hospital Nacional ""Santa Teresa"", Zacatecoluca";P;A;N;5;0;0;4;0
41355866;41355;;;3213;"Hospital Nacional ""San Juan de Dios"", San Miguel";P;A;N;5;0;0;4;0
41355867;41355;;;3214;"Hospital Nacional ""San Pedro"" Usulután";P;A;N;5;0;0;4;0
41355868;41355;;;3215;"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil";P;A;N;5;0;0;4;0
41355869;41355;;;3216;Hospital Nacional San Bartolo;P;A;N;5;0;0;4;0
41355870;41355;;;3217;Hospital Nacional de Cojutepeque;P;A;N;5;0;0;4;0
41355871;41355;;;3218;Hospital Nacional de La Unión;P;A;N;5;0;0;4;0
41355872;41355;;;3219;Hospital Nacional de Ilobasco;P;A;N;5;0;0;4;0
41355873;41355;;;3220;Hospital Nacional de Nueva Guadalupe;P;A;N;5;0;0;4;0
41355874;41355;;;3221;Hospital Nacional de Ciudad Barrios;P;A;N;5;0;0;4;0
41355875;41355;;;3222;Hospital Nacional de Sensuntepeque;P;A;N;5;0;0;4;0
41355876;41355;;;3223;Hospital Nacional de Chalchuapa;P;A;N;5;0;0;4;0
41355877;41355;;;3224;Hospital Nacional de Metapán;P;A;N;5;0;0;4;0
41355878;41355;;;3225;Hospital Nacional de San Francisco Gotera;P;A;N;5;0;0;4;0
41355879;41355;;;3226;Hospital Nacional de Santa Rosa de Lima;P;A;N;5;0;0;4;0
41355880;41355;;;3227;Hospital Nacional de Nueva Concepción;P;A;N;5;0;0;4;0
41355881;41355;;;3228;Hospital Nacional de Santiago de María;P;A;N;5;0;0;4;0
41355882;41355;;;3229;Hospital Nacional de Jiquilisco;P;A;N;5;0;0;4;0
41355883;41355;;;3230;Hospital Nacional de Suchitoto;P;A;N;5;0;0;4;0
41355884;41355;;;3231;Consejo Superior de Salud Pública;P;A;N;5;0;0;4;0
41355885;41355;;;3232;Instituto Salvadoreño de Rehabilitación de Inválidos (ISRI);P;A;N;5;0;0;4;0
41355886;41355;;;3233;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana";P;A;N;5;0;0;4;0
41355887;41355;;;3234;Cruz Roja Salvadoreña (CR);P;A;N;5;0;0;4;0
41355890;41355;;;3300;Ministerio de Trabajo y Previsión Social;P;A;N;5;0;0;4;0
41355891;41355;;;3300;Instituto Salvadoreño de Fomento Cooperativo (INSAFOCOOP);P;A;N;5;0;0;4;0
41355892;41355;;;3302;Instituto Salvadoreño de Formación Profesional (INSAFORP);P;A;N;5;0;0;4;0
41355893;41355;;;3303;Instituto Salvadoreño del Seguro Social (ISSS);P;A;N;5;0;0;4;0
41355894;41355;;;3304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto A.;P;A;N;5;0;0;4;0
41355896;41355;;;4100;Ministerio de Economía;P;A;N;5;0;0;4;0
41355897;41355;;;4101;Centro Internacional de Ferias y Convenciones de El Salvador;P;A;N;5;0;0;4;0
41355898;41355;;;4102;Consejo Nacional de Ciencia y Tecnología (CONACYT);P;A;N;5;0;0;4;0
41355899;41355;;;4103;Consejo de Vigilancia de la Contaduría Pública y Auditoría;P;A;N;5;0;0;4;0
41355900;41355;;;4104;Instituto Salvadoreño de Turismo (ISTU);P;A;N;5;0;0;4;0
41355901;41355;;;4105;Consejo Salvadoreño del Café (CSC);P;A;N;5;0;0;4;0
41355902;41355;;;4106;Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL);P;A;N;5;0;0;4;0
41355903;41355;;;4107;Fondo de Financiamiento y Garantía para la Pequeña Empresa (FIGAPE);P;A;N;5;0;0;4;0
41355904;41355;;;4108;Corporación Salvadoreña de Turismo (CORSATUR);P;A;N;5;0;0;4;0
41355905;41355;;;4109;Superintendencia General de Electricidad y Telecomunicaciones (SIGET);P;A;N;5;0;0;4;0
41355906;41355;;;4110;Superintendencia de Valores (S.V.);P;A;N;5;0;0;4;0
41355907;41355;;;4111;Superintendencia de Pensiones (S.P.);P;A;N;5;0;0;4;0
41355908;41355;;;4112;Corporación  Salvadoreña de Inversiones (CORSAIN);P;A;N;5;0;0;4;0
41355909;41355;;;4113;Instituto Nacional del Azúcar (INAZUCAR);P;A;N;5;0;0;4;0
41355910;41355;;;4115;Fondo de Inversión Nacional de Electricidad y Telefonía (FINET);P;A;N;5;0;0;4;0
41355911;41355;;;4114;Centro Nacional de Registros (CNR);P;A;N;5;0;0;4;0
41355914;41355;;;4200;Ministerio de Agricultura y Ganadería;P;A;N;5;0;0;4;0
41355915;41355;;;4201;Instituto Salvadoreño de Transformación Agraria (ISTA);P;A;N;5;0;0;4;0
41355916;41355;;;4202;Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA);P;A;N;5;0;0;4;0
41355917;41355;;;4203;Escuela Nacional de Agricultura (ENA);P;A;N;5;0;0;4;0
41355919;41355;;;4300;Ministerio de Obras Públicas;P;A;N;5;0;0;4;0
41355920;41355;;;4301;Administración Nacional de Acueductos y Alcantarillados (ANDA);P;A;N;5;0;0;4;0
41355921;41355;;;4302;Fondo Social para la Vivienda (FSV);P;A;N;5;0;0;4;0
41355922;41355;;;4303;Comisión Ejecutiva Portuaria Autónoma (CEPA);P;A;N;5;0;0;4;0
41355924;41355;;;;Autoridad Marítima Portuaria;P;A;N;5;0;0;4;0
41355925;41355;;;3400;Ministerio de Vivienda y Desarrollo Urbano;P;A;N;5;0;0;4;0
41355926;41355;;;3401;Fondo Nacional de Vivienda Popular (FONAVIPO);P;A;N;5;0;0;4;0
41355928;41355;;;4400;Ministerio de Medio Ambiente y Recursos Naturales;P;A;N;5;0;0;4;0
41355929;41355;;;4401;Fondo Ambiental de El Salvador (FONAES);P;A;N;5;0;0;4;0
41355931;41355;;;4500;Ministerio de Transporte;P;A;N;5;0;0;4;0
41355933;41355;;;;Obligaciones y Transferencias Generales del Estado;P;A;N;5;0;0;4;0
41355934;41355;;;;Deuda Pública;P;A;N;5;0;0;4;0
41355935;41355;;;703;Tesoro Público (DGT);P;A;N;5;0;0;4;0
41355937;41355;;;;Corporación de Municipalidades de la República de El Salvador (COMURES);P;A;N;5;0;0;4;0
41355938;41355;;;;Oficina de Planificación del Area Metropolitana de San Salvador (OPAMSS);P;A;N;5;0;0;4;0
41355940;41355;;;;Ministerio de Turismo;P;A;N;5;0;0;4;0
41355945;41355;;;2400;Ministerio de Justicia y Seguridad Pùblica;P;A;N;5;0;0;4;0
41355947;41355;;;4119;Consejo Nacional de Energía;P;A;N;5;0;0;4;0
41355950;41355;;;;Municipios del Departamento de San Salvador;P;A;N;5;0;0;4;0
41355951;41355;;;;Municipios del Departamento de Santa Ana;P;A;N;5;0;0;4;0
41355952;41355;;;;Municipios del Departamento de Ahuachapán;P;A;N;5;0;0;4;0
41355953;41355;;;;Municipios del Departamento de Sonsonate;P;A;N;5;0;0;4;0
41355954;41355;;;;Municipios del Departamento de Chalatenango;P;A;N;5;0;0;4;0
41355955;41355;;;;Municipios del Departamento de La Libertad;P;A;N;5;0;0;4;0
41355956;41355;;;;Municipios del Departamento de Cuscatlán;P;A;N;5;0;0;4;0
41355957;41355;;;;Municipios del Departamento de La Paz;P;A;N;5;0;0;4;0
41355958;41355;;;;Municipios del Departamento de San Vicente;P;A;N;5;0;0;4;0
41355959;41355;;;;Municipios del Departamento de Cabañas;P;A;N;5;0;0;4;0
41355960;41355;;;;Municipios del Departamento de Usulután;P;A;N;5;0;0;4;0
41355961;41355;;;;Municipios del Departamento de San Miguel;P;A;N;5;0;0;4;0
41355962;41355;;;;Municipios del Departamento de Morazán;P;A;N;5;0;0;4;0
41355963;41355;;;;Municipios del Departamento de La Unión;P;A;N;5;0;0;4;0
41355964;41355;;;;Corporación de Municipalidades de la Repúbllica de El Salvador (COMURES);P;A;N;5;0;0;4;0
41355965;41355;;;;Oficina de Planificación del Área Metropolitana de San Salvador (OPAMSS);P;A;N;5;0;0;4;0
41355966;41355;;;;Asociación Intermunicipal Energía para El Salvador;P;A;N;5;0;0;4;0
41355967;41355;;;3236;Dirección Nacional de Medicamentos;P;A;N;5;0;0;4;0
41355970;41355;;;2403;Consejo Nacional de Administración de Bienes (CONAB);P;A;N;5;0;0;4;0
41355971;41355;;;3203;Hospital Nacional de la Mujer;P;A;N;5;0;0;4;0
41355979;41355;;;2304;Instituto Admon. de los Beneficios y Presta. de los Veteranos... INABVE;P;A;N;5;0;0;4;0
41355985;41355;;;4404;Autoridad Salvadoreña del Agua (ASA);P;A;N;5;0;0;4;0
41355992;41355;;;2306;Cuerpo de Bomberos de El Salcvador (CBES);P;A;N;5;0;0;4;0
41355997;41355;;;;Saldos Transitorios FAE;P;A;N;5;0;0;4;0
41356;413;;56;;A.M. x Transferencias Corrientes Otorgadas;P;A;S;4;0;2;4;0
41356001;41356;;;;Transferencias Corrientes Otorgadas;P;A;N;5;0;0;4;0
41356101;41356;;;8101;Ahuachapán;P;A;N;5;0;0;4;0
41356102;41356;;;8102;Apaneca;P;A;N;5;0;0;4;0
41356103;41356;;;8103;Atiquizaya;P;A;N;5;0;0;4;0
41356104;41356;;;8104;Concepción de Ataco;P;A;N;5;0;0;4;0
41356105;41356;;;8105;El Refugio;P;A;N;5;0;0;4;0
41356106;41356;;;8106;Guaymango;P;A;N;5;0;0;4;0
41356107;41356;;;8107;Jujutla;P;A;N;5;0;0;4;0
41356108;41356;;;8108;San Francisco Menéndez;P;A;N;5;0;0;4;0
41356109;41356;;;8109;San Lorenzo;P;A;N;5;0;0;4;0
41356110;41356;;;8110;San Pedro Puxtla;P;A;N;5;0;0;4;0
41356111;41356;;;8111;Tacuba;P;A;N;5;0;0;4;0
41356112;41356;;;8112;Turín;P;A;N;5;0;0;4;0
41356113;41356;;;8201;Candelaria de la Frontera;P;A;N;5;0;0;4;0
41356114;41356;;;8202;Coatepeque;P;A;N;5;0;0;4;0
41356115;41356;;;8203;Chalchuapa;P;A;N;5;0;0;4;0
41356116;41356;;;8204;El Congo;P;A;N;5;0;0;4;0
41356117;41356;;;8205;El Porvenir;P;A;N;5;0;0;4;0
41356118;41356;;;8206;Masahuat;P;A;N;5;0;0;4;0
41356119;41356;;;8207;Metapán;P;A;N;5;0;0;4;0
41356120;41356;;;8208;San Antonio Pajonal;P;A;N;5;0;0;4;0
41356121;41356;;;8209;San Sebastián Salitrillo;P;A;N;5;0;0;4;0
41356122;41356;;;8210;Santa Ana;P;A;N;5;0;0;4;0
41356123;41356;;;8211;Santa Rosa Guachipilín;P;A;N;5;0;0;4;0
41356124;41356;;;8212;Santiago de la Frontera;P;A;N;5;0;0;4;0
41356125;41356;;;8213;Texistepeque;P;A;N;5;0;0;4;0
41356126;41356;;;8301;Acajutla;P;A;N;5;0;0;4;0
41356127;41356;;;8302;Armenia;P;A;N;5;0;0;4;0
41356128;41356;;;8303;Caluco;P;A;N;5;0;0;4;0
41356129;41356;;;8304;Cuisnahuat;P;A;N;5;0;0;4;0
41356130;41356;;;8305;Santa Isabel de Ishuatán;P;A;N;5;0;0;4;0
41356131;41356;;;8306;Izalco;P;A;N;5;0;0;4;0
41356132;41356;;;8307;Juayúa;P;A;N;5;0;0;4;0
41356133;41356;;;8308;Nahuizalco;P;A;N;5;0;0;4;0
41356134;41356;;;8309;Nahuilingo;P;A;N;5;0;0;4;0
41356135;41356;;;8310;Salcoatitán;P;A;N;5;0;0;4;0
41356136;41356;;;8311;San Antonio del Monte;P;A;N;5;0;0;4;0
41356137;41356;;;8312;San Julián;P;A;N;5;0;0;4;0
41356138;41356;;;8313;Santa Catarina Masahuat;P;A;N;5;0;0;4;0
41356139;41356;;;8314;Santo Domingo de Guzmán;P;A;N;5;0;0;4;0
41356140;41356;;;8315;Sonsonate;P;A;N;5;0;0;4;0
41356141;41356;;;8316;Sonzacate;P;A;N;5;0;0;4;0
41356142;41356;;;8401;Agua Caliente;P;A;N;5;0;0;4;0
41356143;41356;;;8402;Arcatao;P;A;N;5;0;0;4;0
41356144;41356;;;8403;Azacualpa;P;A;N;5;0;0;4;0
41356145;41356;;;8404;Citalá;P;A;N;5;0;0;4;0
41356146;41356;;;8405;Comalapa;P;A;N;5;0;0;4;0
41356147;41356;;;8406;Concepción Quezaltepeque;P;A;N;5;0;0;4;0
41356148;41356;;;8407;Chalatenango;P;A;N;5;0;0;4;0
41356149;41356;;;8408;Dulce Nombre de María;P;A;N;5;0;0;4;0
41356150;41356;;;8409;El Carrizal;P;A;N;5;0;0;4;0
41356151;41356;;;8410;El  Paraíso;P;A;N;5;0;0;4;0
41356152;41356;;;8411;La Laguna;P;A;N;5;0;0;4;0
41356153;41356;;;8412;La Palma   ;P;A;N;5;0;0;4;0
41356154;41356;;;8413;La Reina;P;A;N;5;0;0;4;0
41356155;41356;;;8414;Las Vueltas;P;A;N;5;0;0;4;0
41356156;41356;;;8415;Nombre de Jesús;P;A;N;5;0;0;4;0
41356157;41356;;;8416;Nueva Concepción;P;A;N;5;0;0;4;0
41356158;41356;;;8417;Nueva Trinidad;P;A;N;5;0;0;4;0
41356159;41356;;;8418;Ojos de Agua;P;A;N;5;0;0;4;0
41356160;41356;;;8419;Potonico;P;A;N;5;0;0;4;0
41356161;41356;;;8420;San Antonio la Cruz;P;A;N;5;0;0;4;0
41356162;41356;;;8421;San Antonio los Ranchos;P;A;N;5;0;0;4;0
41356163;41356;;;8422;San Fernando;P;A;N;5;0;0;4;0
41356164;41356;;;8423;San Francisco Lempa;P;A;N;5;0;0;4;0
41356165;41356;;;8424;San Francisco Morazán;P;A;N;5;0;0;4;0
41356166;41356;;;8425;San Ignacio;P;A;N;5;0;0;4;0
41356167;41356;;;8426;San Isidro Labrador;P;A;N;5;0;0;4;0
41356168;41356;;;8427;San José Cancasque;P;A;N;5;0;0;4;0
41356169;41356;;;8428;San José las Flores;P;A;N;5;0;0;4;0
41356170;41356;;;8429;San Luis del Carmen;P;A;N;5;0;0;4;0
41356171;41356;;;8430;San Miguel de Mercedes;P;A;N;5;0;0;4;0
41356172;41356;;;8431;San Rafael;P;A;N;5;0;0;4;0
41356173;41356;;;8432;Santa Rita;P;A;N;5;0;0;4;0
41356174;41356;;;8433;Tejutla;P;A;N;5;0;0;4;0
41356175;41356;;;8501;Antiguo Cuscatlán;P;A;N;5;0;0;4;0
41356176;41356;;;8502;Ciudad Arce;P;A;N;5;0;0;4;0
41356177;41356;;;8503;Colón;P;A;N;5;0;0;4;0
41356178;41356;;;8504;Comasagua;P;A;N;5;0;0;4;0
41356179;41356;;;8505;Chiltiupán;P;A;N;5;0;0;4;0
41356180;41356;;;8506;Huizúcar;P;A;N;5;0;0;4;0
41356181;41356;;;8507;Jayaque;P;A;N;5;0;0;4;0
41356182;41356;;;8508;Jicalapa;P;A;N;5;0;0;4;0
41356183;41356;;;8509;La Libertad;P;A;N;5;0;0;4;0
41356184;41356;;;8510;Nuevo Cuscatlán;P;A;N;5;0;0;4;0
41356185;41356;;;8511;Santa Tecla;P;A;N;5;0;0;4;0
41356186;41356;;;8512;Quezaltepeque;P;A;N;5;0;0;4;0
41356187;41356;;;8513;Sacacoyo;P;A;N;5;0;0;4;0
41356188;41356;;;8514;San José Villanueva;P;A;N;5;0;0;4;0
41356189;41356;;;8515;San Juán Opico;P;A;N;5;0;0;4;0
41356190;41356;;;8516;San Matías;P;A;N;5;0;0;4;0
41356191;41356;;;8517;San Pablo Tacachico;P;A;N;5;0;0;4;0
41356192;41356;;;8518;Tamanique;P;A;N;5;0;0;4;0
41356193;41356;;;8519;Talnique;P;A;N;5;0;0;4;0
41356194;41356;;;8520;Teotepeque;P;A;N;5;0;0;4;0
41356195;41356;;;8521;Tepecoyo;P;A;N;5;0;0;4;0
41356196;41356;;;8522;Zaragoza;P;A;N;5;0;0;4;0
41356197;41356;;;8601;Aguilares;P;A;N;5;0;0;4;0
41356198;41356;;;8602;Apopa;P;A;N;5;0;0;4;0
41356199;41356;;;8603;Ayutuxtepeque;P;A;N;5;0;0;4;0
41356200;41356;;;8604;Cuscatancingo;P;A;N;5;0;0;4;0
41356201;41356;;;8605;El Paísnal;P;A;N;5;0;0;4;0
41356202;41356;;;8606;Guazapa;P;A;N;5;0;0;4;0
41356203;41356;;;8607;Ilopango;P;A;N;5;0;0;4;0
41356204;41356;;;8608;Mejicanos;P;A;N;5;0;0;4;0
41356205;41356;;;8609;Nejapa;P;A;N;5;0;0;4;0
41356206;41356;;;8610;Panchimalco;P;A;N;5;0;0;4;0
41356207;41356;;;8611;Rosario de Mora;P;A;N;5;0;0;4;0
41356208;41356;;;8612;San Marcos;P;A;N;5;0;0;4;0
41356209;41356;;;8613;San Martín;P;A;N;5;0;0;4;0
41356210;41356;;;8614;San Salvador;P;A;N;5;0;0;4;0
41356211;41356;;;8615;Santiago Texacuangos;P;A;N;5;0;0;4;0
41356212;41356;;;8616;Santo Tomás;P;A;N;5;0;0;4;0
41356213;41356;;;8617;Soyapango;P;A;N;5;0;0;4;0
41356214;41356;;;8618;Tonacatepeque;P;A;N;5;0;0;4;0
41356215;41356;;;8619;Ciudad Delgado;P;A;N;5;0;0;4;0
41356216;41356;;;8701;Candelaria;P;A;N;5;0;0;4;0
41356217;41356;;;8702;Cojutepeque;P;A;N;5;0;0;4;0
41356218;41356;;;8703;El Carmen;P;A;N;5;0;0;4;0
41356219;41356;;;8704;El Rosario;P;A;N;5;0;0;4;0
41356220;41356;;;8705;Monte San Juan;P;A;N;5;0;0;4;0
41356221;41356;;;8706;Oratorio de Concepción;P;A;N;5;0;0;4;0
41356222;41356;;;8707;San Bartolomé Perulapía;P;A;N;5;0;0;4;0
41356223;41356;;;8708;San Cristóbal;P;A;N;5;0;0;4;0
41356224;41356;;;8709;San José Guayabal;P;A;N;5;0;0;4;0
41356225;41356;;;8710;San Pedro Perulapán;P;A;N;5;0;0;4;0
41356226;41356;;;8711;San Rafael Cedros;P;A;N;5;0;0;4;0
41356227;41356;;;8712;San Ramón;P;A;N;5;0;0;4;0
41356228;41356;;;8713;Santa Cruz Analquito;P;A;N;5;0;0;4;0
41356229;41356;;;8714;Santa Cruz Michapa;P;A;N;5;0;0;4;0
41356230;41356;;;8715;Suchitoto;P;A;N;5;0;0;4;0
41356231;41356;;;8716;Tenancingo;P;A;N;5;0;0;4;0
41356232;41356;;;8801;Cuyultitán;P;A;N;5;0;0;4;0
41356233;41356;;;8802;El Rosario;P;A;N;5;0;0;4;0
41356234;41356;;;8803;Jerusalén;P;A;N;5;0;0;4;0
41356235;41356;;;8804;Mercedes la Ceiba;P;A;N;5;0;0;4;0
41356236;41356;;;8805;Olocuilta;P;A;N;5;0;0;4;0
41356237;41356;;;8806;Paraíso de Osorio;P;A;N;5;0;0;4;0
41356238;41356;;;8807;San Antonio Masahuat;P;A;N;5;0;0;4;0
41356239;41356;;;8808;San Emigdio;P;A;N;5;0;0;4;0
41356240;41356;;;8809;San Francisco Chinameca;P;A;N;5;0;0;4;0
41356241;41356;;;8810;San Juan Nonualco;P;A;N;5;0;0;4;0
41356242;41356;;;8811;San Juan Talpa;P;A;N;5;0;0;4;0
41356243;41356;;;8812;San Juan Tepezontes;P;A;N;5;0;0;4;0
41356244;41356;;;8813;San Luis Talpa;P;A;N;5;0;0;4;0
41356245;41356;;;8814;San Miguel Tepezontes;P;A;N;5;0;0;4;0
41356246;41356;;;8815;San Pedro Masahuat;P;A;N;5;0;0;4;0
41356247;41356;;;8816;San Pedro Nonualco;P;A;N;5;0;0;4;0
41356248;41356;;;8817;San Rafael Obrajuelo;P;A;N;5;0;0;4;0
41356249;41356;;;8818;Santa María Ostuma;P;A;N;5;0;0;4;0
41356250;41356;;;8819;Santiago Nonualco;P;A;N;5;0;0;4;0
41356251;41356;;;8820;Tapalhuaca;P;A;N;5;0;0;4;0
41356252;41356;;;8821;Zacatecoluca;P;A;N;5;0;0;4;0
41356253;41356;;;8822;San Luis La Herradura;P;A;N;5;0;0;4;0
41356254;41356;;;8901;Cinquera;P;A;N;5;0;0;4;0
41356255;41356;;;8902;Guacotecti;P;A;N;5;0;0;4;0
41356256;41356;;;8903;Ilobasco;P;A;N;5;0;0;4;0
41356257;41356;;;8904;Jutiapa;P;A;N;5;0;0;4;0
41356258;41356;;;8905;San Isidro;P;A;N;5;0;0;4;0
41356259;41356;;;8906;Sensuntepeque;P;A;N;5;0;0;4;0
41356260;41356;;;8907;Tejutepeque;P;A;N;5;0;0;4;0
41356261;41356;;;8908;Victoria;P;A;N;5;0;0;4;0
41356262;41356;;;8909;Villa Dolores;P;A;N;5;0;0;4;0
41356263;41356;;;9001;Apastepeque;P;A;N;5;0;0;4;0
41356264;41356;;;9002;Guadalupe;P;A;N;5;0;0;4;0
41356265;41356;;;9003;San Cayetano Istepeque;P;A;N;5;0;0;4;0
41356266;41356;;;9004;Santa Clara;P;A;N;5;0;0;4;0
41356267;41356;;;9005;Santo Domingo;P;A;N;5;0;0;4;0
41356268;41356;;;9006;San Esteban Catarina;P;A;N;5;0;0;4;0
41356269;41356;;;9007;San Idelfonso;P;A;N;5;0;0;4;0
41356270;41356;;;9008;San Lorenzo;P;A;N;5;0;0;4;0
41356271;41356;;;9009;San Sebastián;P;A;N;5;0;0;4;0
41356272;41356;;;9010;San Vicente;P;A;N;5;0;0;4;0
41356273;41356;;;9011;Tecoluca;P;A;N;5;0;0;4;0
41356274;41356;;;9012;Tepetitán;P;A;N;5;0;0;4;0
41356275;41356;;;9013;Verapaz;P;A;N;5;0;0;4;0
41356276;41356;;;9101;Alegría;P;A;N;5;0;0;4;0
41356277;41356;;;9102;Berlín;P;A;N;5;0;0;4;0
41356278;41356;;;9103;California;P;A;N;5;0;0;4;0
41356279;41356;;;9104;Concepción Batres;P;A;N;5;0;0;4;0
41356280;41356;;;9105;El Triunfo;P;A;N;5;0;0;4;0
41356281;41356;;;9106;Ereguayquín;P;A;N;5;0;0;4;0
41356282;41356;;;9107;Estanzuelas;P;A;N;5;0;0;4;0
41356283;41356;;;9108;Jiquilisco;P;A;N;5;0;0;4;0
41356284;41356;;;9109;Jucuapa;P;A;N;5;0;0;4;0
41356285;41356;;;9110;Jucuarán;P;A;N;5;0;0;4;0
41356286;41356;;;9111;Mercedes Umaña;P;A;N;5;0;0;4;0
41356287;41356;;;9112;Nueva Granada;P;A;N;5;0;0;4;0
41356288;41356;;;9113;Ozatlán;P;A;N;5;0;0;4;0
41356289;41356;;;9114;Puerto El Triunfo;P;A;N;5;0;0;4;0
41356290;41356;;;9115;San Agustín;P;A;N;5;0;0;4;0
41356291;41356;;;9116;San Buenaventura;P;A;N;5;0;0;4;0
41356292;41356;;;9117;San Dionisio;P;A;N;5;0;0;4;0
41356293;41356;;;9118;Santa Elena;P;A;N;5;0;0;4;0
41356294;41356;;;9119;San Francisco Javier;P;A;N;5;0;0;4;0
41356295;41356;;;9120;Santa María;P;A;N;5;0;0;4;0
41356296;41356;;;9121;Santiago de María ;P;A;N;5;0;0;4;0
41356297;41356;;;9122;Tecapán;P;A;N;5;0;0;4;0
41356298;41356;;;9123;Usulután;P;A;N;5;0;0;4;0
41356299;41356;;;9201;Carolina;P;A;N;5;0;0;4;0
41356300;41356;;;9202;Ciudad Barrios;P;A;N;5;0;0;4;0
41356301;41356;;;9203;Comacarán;P;A;N;5;0;0;4;0
41356302;41356;;;9204;Chapeltique;P;A;N;5;0;0;4;0
41356303;41356;;;9205;Chinameca;P;A;N;5;0;0;4;0
41356304;41356;;;9206;Chirilagua;P;A;N;5;0;0;4;0
41356305;41356;;;9207;El Tránsito;P;A;N;5;0;0;4;0
41356306;41356;;;9208;Lolotique;P;A;N;5;0;0;4;0
41356307;41356;;;9209;Moncagua;P;A;N;5;0;0;4;0
41356308;41356;;;9210;Nueva Guadalupe;P;A;N;5;0;0;4;0
41356309;41356;;;9211;Nuevo Edén de San Juan;P;A;N;5;0;0;4;0
41356310;41356;;;9212;Quelepa;P;A;N;5;0;0;4;0
41356311;41356;;;9213;San Antonio del Mosco;P;A;N;5;0;0;4;0
41356312;41356;;;9214;San Gerardo;P;A;N;5;0;0;4;0
41356313;41356;;;9215;San Jorge;P;A;N;5;0;0;4;0
41356314;41356;;;9216;San Luis de la Reina;P;A;N;5;0;0;4;0
41356315;41356;;;9217;San Miguel;P;A;N;5;0;0;4;0
41356316;41356;;;9218;San Rafael Oriente;P;A;N;5;0;0;4;0
41356317;41356;;;9219;Sesori;P;A;N;5;0;0;4;0
41356318;41356;;;9220;Uluazapa;P;A;N;5;0;0;4;0
41356319;41356;;;9301;Arambala;P;A;N;5;0;0;4;0
41356320;41356;;;9302;Cacaopera;P;A;N;5;0;0;4;0
41356321;41356;;;9303;Corinto;P;A;N;5;0;0;4;0
41356322;41356;;;9304;Chilanga;P;A;N;5;0;0;4;0
