code;name;description
232;Recuperación de Préstamos;Comprende la restitución de los créditos otorgados a personas naturales o jurídicas, en las condiciones pactadas en los respectivos convenios o contratos.
23201;Al Gobierno Central;Ingresos provenientes del reembolso parcial o total de los créditos concedidos al gobierno central.
23202;A Instituciones Descentralizadas no Empresariales;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a instituciones descentralizadas no empresariales.
23203;A Empresas Públicas no Financieras;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a empresas públicas no financieras.
23204;A Empresas Públicas Financieras;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a empresas públicas financieras.
23205;A Instituciones de Seguridad Social;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a instituciones de seguridad social.
23206;A Municipalidades;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a los gobiernos locales.
23207;A Empresas Privadas no Financieras;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a empresas privadas no financieras.
23208;A Empresas Privadas Financieras;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a empresas privadas financieras.
23209;A Organismos sin Fines de Lucro;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a organismos sin fines de lucro.
23210;A Personas Naturales;Ingresos provenientes del reembolso parcial o total de los créditos concedidos a personas naturales.
31;ENDEUDAMIENTO PÚBLICO;Incluye los ingresos originados en la colocación de instrumentos financieros públicos y en la contratación de empréstitos.
311;Colocaciones de Títulos valores en el Mercado Nacional;Comprende los recursos resultantes de la colocación de bonos, letras u otros instrumentos destinados a la captación de ahorro interno.
31101;Bonos del Estado;Incluye los ingresos provenientes de la colocación de bonos destinados a la captación de ahorro en el mercado nacional.
31102;Letras del Tesoro;Incluye los ingresos provenientes de la colocación de letras del tesoro en el mercado nacional, destinados a financiar deficiencias temporales de caja.
31103;Notas de Crédito del Tesoro Público;Incluye los ingresos provenientes del traslado de notas de crédito al sujeto pasivo del impuesto, de conformidad a lo establecido en las leyes vigentes.
31199;Títulos valores Diversos;Incluye los ingresos provenientes de la colocación de otros Títulos valores no considerados en los específicos anteriores.
312;Colocaciones de Títulos valores en el Mercado Externo;Comprende los recursos resultantes de la colocación de bonos, letras u otros instrumentos destinados a la captación de ahorro externo.
31201;Bonos del Estado;Incluye los ingresos provenientes de la colocación de bonos destinados a la captación de ahorro en el mercado externo.
31202;Letras del Tesoro;Incluye los ingresos provenientes de la colocación de letras del tesoro en el mercado externo, destinados a financiar deficiencias temporales de caja.
31299;Títulos valores Diversos;Incluye los ingresos provenientes de la colocación de otros Títulos valores en el mercado externo, no considerados en los específicos anteriores.
313;Contratación de Empréstitos Internos;Comprende los créditos financieros provenientes de contratos o convenios con personas naturales o jurídicas, con domicilio en el país.
31301;De Gobierno Central;Ingresos provenientes de créditos contratados con el gobierno central, destinados a financiar programas o proyectos de inversión.
31302;De Instituciones Descentralizadas no Empresariales;Ingresos provenientes de créditos contratados con instituciones descentralizadas no empresariales, destinados a financiar programas o proyectos de inversión.
31303;De Empresas Públicas no Financieras;Ingresos provenientes de créditos contratados con empresas públicas no financieras, destinados a financiar programas o proyectos de inversión.
31304;De Empresas Públicas Financieras;Ingresos provenientes de créditos contratados con empresas públicas financieras, destinados a financiar programas o proyectos inversión.
31305;De Instituciones de Seguridad Social;Ingresos provenientes de créditos contratados con instituciones de seguridad social, destinados a financiar programas o proyectos de inversión.
31306;De Municipalidades;Ingresos provenientes de créditos contratados con gobiernos locales, destinados a financiar programas o proyectos de inversión.
31307;De Empresas Privadas no Financieras;Ingresos provenientes de créditos contratados con empresas privadas no financieras, destinados a financiar programas o proyectos de inversión.
31308;De Empresas Privadas Financieras;Ingresos provenientes de créditos contratados con empresas privadas financieras, destinados a financiar programas o proyectos de inversión.
31309;De Organismos sin Fines de Lucro;Ingresos provenientes de créditos contratados con organismos sin fines de lucro, destinados a financiar programas o proyectos de inversión.
31310;De Personas Naturales;Ingresos provenientes de créditos contratados con personas naturales, destinados a financiar programas o proyectos de inversión.
314;Contratación de Empréstitos Externos;Comprende los créditos financieros originados en contratos o convenios con personas naturales o jurídicas, sin domicilio en el país.
31401;De Empresas Privadas no Financieras;Comprende los desembolsos provenientes de créditos contratados con empresas privadas no financieras, destinados a financiar programas o proyectos de inversión.
31402;De Empresas Privadas Financieras;Comprende los desembolsos provenientes de créditos contratados con empresas privadas financieras, destinados a financiar programas o proyectos de inversión.
31403;De Gobiernos y Organismos Gubernamentales;Comprende los desembolsos provenientes de créditos contratados con gobiernos y organismos gubernamentales extranjeros, destinados a financiar programas o proyectos de inversión.
31404;De Organismos Multilaterales;Comprende los desembolsos provenientes de créditos contratados con organismos multilaterales, destinados a financiar programas o proyectos de inversión.
31405;De Organismos sin Fines de Lucro;Comprende los desembolsos provenientes de créditos contratados con organizaciones sin fines de lucro, destinados a financiar programas o proyectos de inversión.
31406;De Personas Naturales;Comprende los desembolsos provenientes de créditos contratados con personas naturales, destinados a financiar programas o proyectos de inversión.
32;SALDOS DE AÑOS ANTERIORES;Incluye las disponibilidades efectivas de fondos, y los derechos devengados y no percibidos, existentes al término del ejercicio fiscal precedente al cual se proyecta ejecutar.
321;Saldos Iniciales de Caja y Banco;Saldos en caja y banco, disponibles al término del ejercicio financiero fiscal anterior.
32101;Saldo Inicial en Caja;Saldos en caja disponibles al término del ejercicio financiero fiscal anterior.
32102;Saldo Inicial en Banco;Saldos en banco disponibles al término del ejercicio financiero fiscal anterior.
322;Cuentas por Cobrar de Años Anteriores;Derechos devengados y no percibidos al término del ejercicio fiscal anterior, cuya recaudación se estima generar en el período presupuestario en el cual se proyecta ejecutar.
32201;Cuentas por Cobrar de Años Anteriores;
41;INGRESO POR CONTRIBUCIONES ESPECIALES;Incluye los ingresos originados en la potestad del Estado para establecer contribuciones.
411;Contribuciones a Productos Especiales;Comprende los ingresos provenientes de los agentes económicos, sujetos de contribuciones especiales para el financiamiento de actividades de beneficio público.
41101;Contribución Especial sobre el Diesel y Gasolina;"Comprende la contribución especial sobre la venta o cualquier forma de transferencia de propiedad del diésel y gasolinas o sus mezclas con otros carburantes que realicen importadores o refinadores; asimismo incluye las importaciones directas que efectúen las personas naturales o jurídicas para su propio consumo."
41102;Contribución por Libra de Azúcar Extraída;Comprende la contribución especial por libra de azúcar extraída que deberán aportar los productores de caña y las centrales azucareras o ingenios.
41103;Contribución sobre Bebidas Alcohólicas, Tabaco y Armas;Comprende la contribución especial sobre la producción y comercialización de alcohol y bebidas alcohólicas, productos de tabaco, armas de fuego, municiones, explosivos y artículos similares.
41104;Contribución Especial para la Promoción Turística;Comprende la contribución especial sobre el pago de alojamiento en los establecimientos que brinden servicios turísticos, y sobre el pago por salida del territorio nacional por vía aérea y por persona.
41105;Contribución Especial para la Estabilización de las Tarifas del Servicio Público de Transporte Colectivo de Pasajeros;Comprende la contribución especial para estabilización de las tarifas del servicio público de transporte colectivo de pasajeros, aplicado a la venta o cualquier forma de transferencia de propiedad de diésel y gasolina regular o especial, que realicen importadores o refinadores. 
41106;Contribución Especial para la Atención de Víctimas de Accidentes de Tránsito;Comprende la contribución especial sobre la propiedad, posesión o legítima tenencia de un vehículo automotor y por el ingreso al territorio nacional de un vehículo automotor con placas extranjeras.
41107;Contribución   Especial   para   la   Seguridad   Ciudadana   y Convivencia;"Comprende la contribución especial sobre la adquisición y/o utilización de servicios de telecomunicaciones en todas sus modalidades, independientemente de los medios tecnológicos, terminales, aparatos o dispositivos que se empleen para su consumo, de acuerdo a los alcances establecidos en la Ley; y sobre la transferencia de cualquier tipo de dispositivo tecnológico, terminales, aparatos y accesorios de los mismos que permitan la utilización de servicios de telecomunicaciones; cuyo valor se determinará en una alícuota del 5% sobre la base imponible establecida en la Ley de Contribución Especial para la Seguridad Ciudadana y Convivencia."
41108;Contribución Especial a los Grandes Contribuyentes para el Plan de Seguridad Ciudadana;Comprende la contribución especial sobre la obtención de ganancias netas iguales o mayores a quinientos mil dólares de los Estados Unidos de América (US$500,000) y se calculará aplicando la tasa del cinco por ciento (5%) sobre el monto total de las mismas, obtenidas por cualquier persona jurídica, uniones de personas, sociedades irregulares de hecho, domiciliadas o no.
51;REMUNERACIONES;Incluye las retribuciones al personal del Estado por los servicios prestados, de conformidad con las leyes vigentes.
511;Remuneraciones Permanentes;Comprende los gastos por las retribuciones al personal que presta servicios permanentes en los entes públicos, incluyendo los emolumentos por horas clase.
51101;Sueldos;Comprende las remuneraciones al personal que presta servicios permanentes en las instituciones del sector público.
51102;Salarios por Jornal;Comprende las remuneraciones al personal que presta servicios permanentes en las instituciones del sector público, cuyo pago es por hora.
51103;Aguinaldos;Comprende la compensación adicional a favor del personal de los entes públicos, de conformidad a lo establecido en las leyes vigentes.
51104;Sobresueldos;Comprende las remuneraciones al personal de los entes públicos, adicionales al sueldo que tiene asignado en la plaza que ha sido nombrado.
51105;Dietas;Comprende los honorarios que devengan los miembros de organismos colegiados, de acuerdo a las normas legales que las regulan.
51106;Complementos;Comprende las retribuciones al personal de los entes públicos, en concepto de servicios personales prestados en tareas afines a su ocupación, que no constituyen una remuneración continua, ni una bonificación.
51107;Beneficios Adicionales;Comprende las remuneraciones al personal de los entes públicos no considerados en los específicos anteriores tales como: bonificaciones, vacaciones etc.
512;Remuneraciones Eventuales;Comprende los gastos por las retribuciones al personal que presta servicios de carácter eventual en los entes públicos.
51201;Sueldos;Comprende las remuneraciones al personal que presta servicios eventuales en las instituciones del sector público, cuyo sistema de pago es a través de contratos.
51202;Salarios por Jornal;Comprende las remuneraciones al personal que presta servicios eventuales en las instituciones del sector público, cuyo pago es por hora.
51203;Aguinaldos;Comprende la compensación adicional a favor del personal de los entes públicos, de conformidad a lo establecido en las leyes vigentes.
51204;Sobresueldos;Comprende las remuneraciones al personal de los entes públicos, adicionales al sueldo que tiene asignado en la plaza que ha sido nombrado.
51206;Complementos;Comprende las retribuciones al personal de los entes públicos, en concepto de servicios personales prestados en tareas afines a su ocupación, que no constituyen una remuneración continua, ni una bonificación.
51207;Beneficios Adicionales;Comprende las remuneraciones al personal de los entes públicos no considerados en los específicos anteriores tales como: bonificaciones, vacaciones etc.
513;Remuneraciones Extraordinarias;Comprende los gastos destinados a las retribuciones al personal que presta servicios en horas fuera de audiencia, y los beneficios especiales que otorgan las leyes a los servidores públicos o previstos en los contratos de trabajo.
51301;Horas Extraordinarias;Comprende las retribuciones al personal de los entes públicos, que prestan servicios en horas fuera de audiencia, de conformidad a la normativa vigente.
51302;Beneficios Extraordinarios;Comprende las retribuciones al personal de los entes públicos, en concepto de incapacidades por enfermedad, accidentes de trabajo, etc., incluyendo ayudas económicas para compensar gastos ocasionados por tratamientos médicos y otros que puedan derivarse de acuerdos o contratos colectivos de trabajo.
514;Contribuciones Patronales a Instituciones de Seguridad Social Públicas;Comprende los gastos de los entes públicos por aporte a las instituciones de seguridad social públicas, en su calidad de empleadores.
51401;Por Remuneraciones Permanentes;Incluye las contribuciones de los entes públicos a las instituciones de seguridad social públicas en su carácter de patrono del personal en plazas permanentes
51402;Por Remuneraciones Eventuales;Incluye las contribuciones de los entes públicos a las instituciones de seguridad social públicas en su carácter de patrono del personal en plazas eventuales.
51403;Por Remuneraciones Extraordinarias;Incluye las contribuciones de los entes públicos a las instituciones de seguridad social públicas en su carácter de patrono del personal que realiza trabajos en horas fuera de audiencia.
515;Contribuciones Patronales a Instituciones de Seguridad Social Privadas;Comprende los gastos de los entes públicos por aporte a las instituciones de seguridad social privadas, en su calidad de empleadores.
51501;Por Remuneraciones Permanentes;Incluye las contribuciones de los entes públicos a las instituciones de seguridad social privadas en su carácter de patrono del personal en plazas permanentes.
51502;Por Remuneraciones Eventuales;Incluye las contribuciones de los entes públicos a las instituciones de seguridad social privadas en su carácter de patrono del personal en plazas eventuales.
51503;Por Remuneraciones Extraordinarias;Incluye las contribuciones de los entes públicos a las instituciones de seguridad social privadas en su carácter de patrono del personal que realiza trabajos en horas fuera de audiencia.
516;Gastos de Representación;Comprende los gastos por asignaciones de representación en función de las jerarquías institucionales, y aquellos destinados a sufragar erogaciones especiales originadas en comisiones de servicios, se excluyen las retribuciones correspondientes a viáticos y costos de traslado.
51601;Por Prestación de Servicios en el País;Incluye los gastos de representación asignados a funcionarios públicos, de conformidad a lo establecido en la normativa vigente.
51602;Por Prestación de Servicios en el Exterior;Incluye los gastos de representación asignados a funcionarios públicos en delegaciones de comisión oficial fuera del territorio nacional.
517;Indemnizaciones;Comprende los gastos destinados a compensar económicamente al personal de los entes públicos, como consecuencia del retiro voluntario, despido injustificado o resarcir daños determinados por las leyes.
51701;Al Personal de Servicios Permanentes;Incluye los gastos por indemnizaciones al personal que presta servicios permanentes en las instituciones del sector público.
51702;Al Personal de Servicios Eventuales;Incluye los gastos por indemnizaciones al personal que presta servicios eventuales en las instituciones del sector público.
518;Comisiones por Servicios Personales;Comprende los gastos de emolumentos basados en las actividades o resultados obtenidos, tales como: ventas, recaudación de ingresos, recuperaciones de carteras u otros de igual naturaleza.
51801;Comisiones por Ventas;Incluye las retribuciones al personal en concepto de comisiones por venta de bienes o servicios, de conformidad a la normativa establecida.
51802;Comisiones por Recaudaciones;Incluye las retribuciones al personal en concepto de comisiones por recaudaciones de ingresos, de conformidad a la normativa establecida.
51803;Comisiones por Recuperación de Carteras;Incluye las retribuciones al personal en concepto de comisiones por recuperación de la mora (deudores), de conformidad a la normativa establecida.
51899;Comisiones por Procedencia Diversas;Incluye las retribuciones al personal en concepto de comisiones diversas no consideradas en los específicos anteriores.
519;Remuneraciones Diversas;Comprende otras erogaciones a favor del personal de los entes públicos, no previstos en las cuentas individualizadas en este rubro.
51901;Honorarios;Comprende los gastos efectuados por servicios eventuales proporcionados a favor del Estado, por ejemplo comparecencias para formar tribunales de conciencia.
51902;Remuneraciones por Servicios Especiales;Comprende las retribuciones al personal que presta servicios en las instituciones del sector público, que por su naturaleza se consideran servicios especiales, por ejemplo miembros de comisiones especiales de gobierno, intergremiales, etc.
51903;Prestaciones Sociales al Personal;Comprende los gastos por prestaciones sociales proporcionadas al personal de los entes públicos, tales como: cuotas alimenticias, de vestuario, médicas, escolares, actividades sociales, etc.
51999;Remuneraciones Diversas;Comprende los gastos por remuneraciones diversas proporcionadas al personal de los entes públicos, no consideradas en los específicos anteriores.
53;PRESTACIONES DE LA SEGURIDAD SOCIAL;Incluye los gastos por los beneficios previsionales que otorgan las entidades de seguridad social a sus afiliados o beneficiarios, de conformidad con las leyes vigentes.
531;Beneficios Previsionales;Comprende los gastos de los organismos de seguridad social por las prestaciones que brindan a sus afiliados o beneficiarios, en términos de jubilación, pensiones y otras de igual naturaleza. Además incluye los desembolsos efectuados en concepto de Certificados de Traspaso, que realicen los organismos de seguridad social públicos al Sistema de Ahorro para Pensiones.
53101;Pensiones por Vejez;Comprende los gastos realizados por los organismos de seguridad social, por las prestaciones que proporcionan a sus afiliados, para asegurar su bienestar al haber cumplido los requisitos de ley correspondiente.
53102;Pensiones por Invalidez;Comprende los gastos realizados por los organismos de seguridad social, por las prestaciones que proporcionan a sus afiliados para asegurar su bienestar cuando hayan perdido su capacidad permanente para ejercer cualquier trabajo, de conformidad a la ley correspondiente.
53103;Pensiones por Viudez;Comprende los gastos realizados por los organismos de seguridad social, por retribuciones en concepto de pensión a los cónyuges del afiliado cuando éste haya fallecido, de conformidad a la ley correspondiente.
53104;Pensiones por Orfandad;Comprende los gastos realizados por los organismos de seguridad social, por retribuciones en concepto de pensión a los hijos del afiliado cuando este haya fallecido, de conformidad a la ley correspondiente.
53105;Beneficios por Incapacidad Temporal;Comprende los gastos realizados por los organismos de seguridad social a favor de sus afiliados, por ejemplo beneficios por incapacidad temporal para ejercer su trabajo. Se incluyen además los gastos en concepto de auxilio de sepelios.
53106;Beneficios Adicionales;Comprende los gastos realizados por los organismos de seguridad social en concepto de aguinaldos para los pensionados del sistema de pensiones públicas.
53199;Pensiones y Jubilaciones Diversas;Comprende otros gastos por pensiones y jubilaciones realizados por los organismos de seguridad social a favor de sus afiliados y beneficiarios, no considerados en los específicos anteriores.
54;ADQUISICIONES DE BIENES Y SERVICIOS;Comprende otros gastos por pensiones y jubilaciones realizados por los organismos de seguridad social a favor de sus afiliados y beneficiarios, no considerados en los específicos anteriores.
541;Bienes de Uso y Consumo;Comprende los gastos destinados a las adquisiciones de bienes materiales y suministros, tanto para la producción como para el funcionamiento de los entes públicos.
54101;Productos Alimenticios para Personas;Incluye los gastos por la adquisición de productos alimenticios, manufacturados o no, aceites y grasas animales, vegetales y bebidas en sus diversas formas. Asimismo, comprende los gastos en concepto de alimentación.
54102;Productos Alimenticios para Animales;Incluye los gastos por la adquisición de forrajes y toda clase de alimentos para animales.
54103;Productos Agropecuarios y Forestales;Incluye los gastos por la adquisición de ganado y otros animales destinados al consumo, así mismo productos agroforestales tales como: maderas, fibras no elaboradas, cueros, huesos, resinas y bálsamos, césped, árboles y productos manufacturados o no, de madera y corcho, excepto muebles
54104;Productos Textiles y Vestuarios;"Incluye los gastos por la adquisición de hilados y telas (fibras y tejidos animales, vegetales, sintéticos y artificiales); acabados textiles (sabanas, fundas frazadas, mantas, alfombras, cortinas, toallas, sogas, cordeles, artículos conexos de cáñamo, yute, algodón y fibras sintéticas) y prendas de vestir (trajes, uniformes, calzados de todo tipo, carteras, camisas, pantalones, calcetines, corbatas, gabachas, etc.)."
54105;Productos de Papel y Cartón;Incluye los gastos por la adquisición de productos de papel y cartón para oficina (papel y cartón en sus diversas formas, formularios, planillas, folletos de cualquier índole, tarjetas, calendarios, libretas, libros de contabilidad, cartapacios, etc.), para computación, imprenta y reproducción (en bobinas, en planchas y prensado), papel de seguridad, así como otros productos de papel y cartón para otros usos.
54106;Productos de Cuero y Caucho;Incluye los gastos por la adquisición de productos de cuero y pieles elaborados o semielaborados (maletas, carterones, guantes, portafolios y otros artículos de talabartería excluido el calzado) y artículos de caucho (esponjas, almohadas, asientos, colchones, mangueras, tubos, guantes para cualquier uso, excepto los de uso médico-quirúrgico, etc.).
54107;Productos Químicos;"Incluye los gastos por la adquisición de compuestos químicos (gas industrial, oxígeno líquido y comprimido, acetileno, gas refrigerante, ácidos, sales, alcohol, etc.); abonos y fertilizantes; insecticidas y fumigantes (fungicidas, plaguicidas, herbicidas, productos antigerminantes, desinfectantes, etc.); tintas, pinturas y colorantes (tintas para imprenta, dibujo y otros; pinturas, barnices, esmaltes y lacas; pigmentos y colores preparados, disolventes, diluyentes y removedores; masillas y preparados similares) y productos de material plástico (láminas, bolsas, tubos y accesorios de PVC, etc.)."
54108;Productos Farmacéuticos y Medicinales;"Incluye los gastos por la adquisición de sustancias y medicinas para la prevención, tratamiento y curación de enfermedades de personas. Comprende preparados genéricos y de marcas registradas, ampollas, cápsulas, tabletas, ungüentos, vitaminas, sueros, antibióticos; productos para cirugía, vendajes para fractura y productos para sutura, preparados para higiene bucal y dental; asimismo se consideran los medicamentos y productos farmacéuticos y demás artículos para uso veterinario."
54109;Llantas y Neumáticos;Incluye los gastos por la adquisición de llantas y neumáticos para vehículos automotores de toda clase.
54110;Combustibles y Lubricantes;Incluye los gastos por la adquisición de petróleo crudo, gasolina, aceites y grasas lubricantes, aceite diésel, kerosene, gas propano, etc.
54111;Minerales no Metálicos y Productos Derivados;"Incluye los gastos por la adquisición de minerales no elaborados tales como: arena, cascajo, piedra, arcilla, tierra, mármol, etc.; y sus derivados, por ejemplo: artículos de cerámica, vidrio, loza, porcelana, cemento, cal, yeso, asbesto y demás productos elaborados con minerales no metálicos."
54112;Minerales Metálicos y Productos Derivados;"Incluye los gastos por la adquisición de minerales metálicos sin elaborar, tales como: aluminio, cobre, plomo, estaño, hierro, zinc, níquel, oro, plata, etc.; productos de hierro y acero en lingotes, barras, planchas, perfiles, alambres, varillas, tubos, clavos, tornillos, pernos, etc.; productos derivados de las aleaciones que resulten de los metales mencionados y las estructuras metálicas acabadas."
54113;Materiales e Instrumental de Laboratorios y Uso Médico;Incluye los gastos por la adquisición de material e instrumental menor de uso en medicina, cirugía, odontología, veterinaria y laboratorio, tales como: jeringas, agujas, gasas, vendajes, pinzas, guantes, etc.
54114;Materiales de Oficina;Incluye los gastos por la adquisición de lápices, bolígrafos, portaminas, plumas, engrapadoras, perforadoras, borradores, cintas para máquina de escribir, calculadoras y contómetros, fasteners, sacapuntas, cinta adhesiva, bases para calendario, etc.
54115;Materiales Informáticos;Incluye los gastos por la adquisición de materiales de uso informático, tales como: CD´s, mouse, mouse pad, disquetes, tarjetas de red, kit multimedia, cintas para impresora, cintas para datos, cables para red, cables para impresora, tóner y tintas para impresora, etc.
54116;Libros, Textos, Útiles de Enseñanza y Publicaciones;Incluye los gastos por la adquisición de libros, periódicos, revistas, folletos y publicaciones no inventariables, destinadas al uso institucional o para su distribución al público y útiles de enseñanza como: guías de estudio, esferas, transportadores, compases, tiza, plastilina, punteros, implementos deportivos, producciones ideográficos, grabaciones, etc.
54117;Materiales de Defensa y Seguridad Pública;Incluye los gastos por la adquisición de material tales como: municiones, cascos, cartuchos, herramientas de campaña y afines, etc. y equipo destinado a la defensa de la soberanía nacional, mantenimiento del orden público y seguridad institucional. Además comprende los gastos destinados a la infraestructura de uso militar, excepto fábricas y viviendas para familias de personal militar, que se clasifican como activos de capital fijo.
54118;Herramientas, Repuestos y Accesorios;"Incluye los gastos por la adquisición de herramientas menores utilizadas en la agricultura, ganadería, horticultura, silvicultura, carpintería, enderezado de vehículos y otras actividades. Comprende por ejemplo: sierras, cuchillas, destornilladores, picos, palas, tenazas, martillos, cinceles; así como repuestos y accesorios pequeños para sustituir piezas deterioradas que forman parte de un equipo y que son indispensables para el normal funcionamiento del mismo."
54119;Materiales Eléctricos;Incluye los gastos por la adquisición de cables, interruptores, transformadores de uso menor, tubos fluorescentes, lámparas, baterías, etc.
54121;Especies Municipales Diversas;Incluye los gastos por la adquisición de certificación de partidas, carnet de Identidad Personal, Talonarios de cartas de ventas, Talonarios de Formulas 1-ISAM, Tiquetes de mercado, recibos de vialidad B, C y D, Tiquetes de estacionamientos y Especies Municipales diversas.
54122;Vacunas para Humanos;Incluye los gastos para la adquisición de vacunas destinadas a la prevención de enfermedades en la población.
54123;Oxígeno;Incluye los gastos por la adquisición de oxígeno para fines terapéuticos medicinales en la atención de pacientes.
54199;Bienes de Uso y Consumo Diversos;Incluye los gastos por la adquisición de otros bienes de uso y consumo no considerados en los específicos anteriores, tales como: artículos de limpieza, utensilios de cocina, artículos de metal para uso doméstico, productos fotoquímicos, explosivos, etc.
542;Servicios Básicos;Comprende los gastos por servicios de utilidad pública necesarios para el funcionamiento de los entes públicos.
54201;Servicios de Energía Eléctrica;
54202;Servicios de Agua;
54203;Servicios de Telecomunicaciones;Incluye los gastos por los servicios de teléfono, telefax, telex, Internet, correo electrónico, etc.
54204;Servicios de Correos;Incluye los gastos por los servicios de correspondencia vía expresa, courier, envíos postales, apartados postales, etc.
543;Servicios Generales y Arrendamientos;Comprende los gastos necesarios para el cumplimiento de las funciones de los entes públicos, tales como: publicidad, alquileres, gastos de transportes, reparaciones y otros de igual naturaleza.
54301;Mantenimientos y Reparaciones de Bienes Muebles;Incluye los gastos por los servicios de mantenimiento y reparaciones de mobiliario, maquinaria y equipo en general, necesarios para su normal funcionamiento.
54302;Mantenimientos y Reparaciones de Vehículos;Incluye los gastos por los servicios de mantenimiento y reparaciones de toda clase de vehículos de transporte, necesarios para su normal funcionamiento.
54303;Mantenimientos y Reparaciones de Bienes Inmuebles;Incluye los gastos por los servicios de mantenimiento y reparaciones de bienes inmuebles en general, tales como: edificios y locales, caminos, carreteras, autopistas, puentes, vías férreas, aeropuertos, obras portuarias, obras hidráulicas, etc., necesarios para conservarlos en condiciones adecuadas para su normal funcionamiento y que no aumentan su valor ni prolongan su duración normal.
54304;Transportes, Fletes y Almacenamientos;Incluye los gastos originados por fletes terrestres, marítimos y aéreos de bienes muebles, suministros y artículos varios, el embalaje de mercancías, incluyendo su almacenaje.
54305;Servicios de Publicidad;Incluye los gastos en concepto de publicidad y propaganda a través de cualquier medio de comunicación. Comprende los contratos con las agencias publicitarias, productoras televisivas y otros medios de comunicación.
54306;Servicios de Vigilancia;Incluye los gastos por los servicios de vigilancia contratados con terceros.
54307;Servicios de Limpiezas y Fumigaciones;Incluye los gastos por los servicios de limpiezas y fumigaciones en general de edificios y oficinas públicas.
54308;Servicios de Lavanderías y Planchado;Incluye los gastos por los servicios de lavandería y planchado contratados con terceros.
54309;Servicios de Laboratorios;Incluye los gastos por los servicios prestados por laboratorios de cualquier especialidad.
54310;Servicios de Alimentación;Incluye los gastos por los servicios de alimentación contratados con terceros.
54311;Servicios Educativos;Incluye los gastos por los servicios educativos prestados por las Asociaciones Comunales para la Educación, del programa EDUCO.
54312;Servicios Portuarios, Aeroportuarios y Ferroviarios;Incluye los gastos por los servicios que se reciben en puertos, aeropuertos y estaciones ferroviarias en el interior y exterior del país.
54313;Impresiones, Publicaciones y Reproducciones;"Incluye los gastos por los servicios de impresiones (especies timbradas, billetes o productos de lotería, bandas de garantía, libros, formularios, etc.), copias y encuadernaciones, prestados por terceros; así como publicaciones o divulgaciones de carácter informativo, técnico, cultural y científico. La adquisición de productos impresos deberá clasificarse en el específico correspondiente."
54314;Atenciones Oficiales;Incluye los gastos por los servicios de recepciones, homenajes, agasajos y otros eventos de carácter oficial que realizan los entes públicos.
54315;Gastos Reservados;Incluye los gastos destinados a sufragar actividades especiales autorizados por la Presidencia de la República.
54316;Arrendamiento de Bienes Muebles;Incluye los gastos en concepto de arrendamiento de bienes muebles, tales como: maquinaria y equipo, fotocopiadoras, equipo de computación, etc.
54317;Arrendamiento de Bienes Inmuebles;Incluye los gastos en concepto de arrendamiento de bienes inmuebles, tales como: terrenos, edificios y locales para oficinas, vivienda, escuelas, etc.
54318;Arrendamiento por el Uso de Bienes Intangibles;Incluye los gastos en concepto de arrendamiento por la explotación de bienes intangibles tales como: patentes, franquicias, marcas de fábrica, software para comunicaciones, sistemas operativos y otros.
54319;Servicios de Inspección;Comprende la adquisición de servicios, relacionados con procesos de inspección de mercancías u otros bienes, a través de la utilización de equipos, sistemas o cualquier otro medio.
54399;Servicios Generales y Arrendamientos Diversos;Incluye los gastos por los servicios y arrendamientos no considerados en los específicos anteriores.
544;Pasajes y Viáticos;Comprende los gastos destinados a retribuir al personal público o privado por las comisiones de servicios, dentro o fuera del territorio nacional, incluye los costos de los pasajes respectivos.
54401;Pasajes al Interior;Comprende los gastos destinados a cancelar pasajes en concepto de comisiones por servicios del personal público o privado, dentro del territorio nacional. Además incluye el pago por servicios de transporte de personal de los Entes Públicos.
54402;Pasajes al Exterior;Comprende los gastos destinados a cancelar pasajes en concepto de comisiones por servicios del personal público o privado, fuera del territorio nacional.
54403;Viáticos por Comisión Interna;Comprende los gastos destinados a cancelar viáticos en concepto de comisiones por servicios del personal público o privado, dentro del territorio nacional.
54404;Viáticos por Comisión Externa;Comprende los gastos destinados a cancelar viáticos en concepto de comisiones por servicios del personal público o privado, fuera del territorio nacional.
545;Consultorías, Estudios e Investigaciones;Comprende los gastos destinados a honorarios legales o convencionales, orientados a recabar opiniones, estudios o trabajos especializados de instituciones o empresas consultoras, profesionales, especialistas u otras personas naturales o jurídicas que prestan dichos servicios, mediante convenios, acuerdos o contratos. Se excluyen los trabajos relacionados con estudios de pre-inversión destinados a proyectos o programas de inversión.
54501;Servicios Médicos;
54502;Servicios del Medio Ambiente y Recursos Naturales;
54503;Servicios Jurídicos;
54504;Servicios de Contabilidad y Auditoría;
54505;Servicios de Capacitación;
54506;Servicios de Fiscalización;
54507;Desarrollos Informáticos;
54508;Estudios e Investigaciones;
54599;Consultorías, Estudios e Investigaciones Diversas;
